station_id,station_name,new_station_name,region,province,city,barangay,date_established,date_last_updated,island_group,latitude_degrees,latitude_minutes,latitude_seconds,longitude_degrees,longitude_minutes,longitude_seconds,horizontal_coords_source,horizontal_date_entry,horizontal_datum,horizontal_reference,elevation_horizontal_datum,horizontal_authority,horizontal_order,horizontal_date_computed,horizontal_fix,elevation,ellipsoidal_height,elevation_date_entry,elevation_datum,elevation_established_datum,elevation_authority,elevation_order,elevation_date_computed,elevation_fix,mark_status,mark_type,mark_const,authority,wgs84ND,wgs84NM,wgs84NS,wgs84ED,wgs84EM,wgs84ES,ellipz,image,inscription,description,encoder,ucode,latitude,longitude,date_updated,bm_plus,accuracy_class,lon,lat,elevation_alt,latitude_decimal,longitude_decimal,status_tag,epoch
,MM-513,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,TALANAY EXT.,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,21.9001,0,01/06/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-513 MM-513 is in the Province of Metro Manila, City of Quezon, Brgy. Talanay Ext. along Montalban Road . The station is located on the center island of a Road, beside a streetligth and 50 meters from Montery Meatshop. It is also 60 meters from North View I Subdivision Road and fronting Dunduyan Street. Mark is the head of a 4 in. copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''MM-513 , 2013, NAMRIA''.",Melchor Degollado Jr,76919,14.6845555555556,121.104305555556,05/12/2022 10:01:23 AM,0.019562,2 CM,121 6 15.50,14 41 4.40,0,,,0,
,MM-514 (MMA-3357),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,BATASAN HILLS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,16.3813,0,01/06/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-514 (MMA-3357) MM-514 (MMA-3357) is in the Province of Metro Manila, City of Quezon, Brgy. Batasan . along Batasan Road . The station is located at the northwest end of the sidewalk of Batasan-San mateo Bridge at KM. 21+070. Mark is the head of a 4 in. copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''MMA-3357, 2010, LMS-NCR''.",Melchor Degollado Jr,76920,14.6807222222222,121.108527777778,05/12/2022 10:01:35 AM,0.019986,2 CM,121 6 30.70,14 40 50.60,0,,,0,
,MM-523,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,WEST FAIRVIEW,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,46.8032,0,01/06/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-523 is in the Province of Metro Manila, City of Quezon, Brgy.West Fairview. along Bagbag market Quirino Highway . The station is located on the sidewalk of a bridge beside the last concrete railing post, fronting far Eastern University building and 1.30 meters from main pipe of a fire hydrant. Mark is the head of a 4 in. copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''MM-523,2013, NAMRIA''.",Melchor Degollado Jr,76921,14.698,121.067722222222,05/12/2022 10:03:52 AM,0.023348,2 CM,121 4 3.80,14 41 52.80,0,,,0,
,MM-627,0,NCR,NCR - SECOND DISTRICT,CITY OF MANDALUYONG,SAN JOSE,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,3.8495,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-627 is in the Province of Metro Manila, City of Mandaluyong, Brgy. San Jose along P. Cruz Street corner Bonifacio Avenue. The station is located on the top of a concrete sidewalk, 40 cm from the Meralco post and 1 m from the lamp post. It is also 4.20 m from the road centerline of P. Cruz street and 8 m from Core Oil Gas Station. Mark is the head of a 4"" copper nail set flush on a 15 cm x 15 cm cement putty with inscriptions ""MM-627, 2013, NAMRIA"".",Edil,76922,14.5814722222222,121.029388888889,07/05/2022 10:11:03 AM,0.024755,2 CM,121 1 45.80,14 34 53.30,0,,,0,
,MM-628,0,NCR,NCR - SECOND DISTRICT,CITY OF MANDALUYONG,HULO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,3.1666,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-628 is in the Province of Metro Manila, City of Mandaluyong, Brgy. Hulo along Coronado Street. The station is located at the top of a concrete sidewalk beside KM. Post 10, 70 cm above the ground level and 2.40 m from the edge of the seawall. It is also 5 m from the road centerline, 50 m from San Francisco Pumping Station and fronting Aqua Cruise Refilling Station. Mark is the head of a 4"" copper nail set flush on a 15 cm x 15 cm cement putty with inscriptions ""MM-628, 2013, NAMRIA"".",Edil,76923,14.5721944444444,121.029277777778,07/05/2022 10:11:08 AM,0.028421,3 CM,121 1 45.40,14 34 19.90,0,,,0,
,MM-524,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,WEST FAIRVIEW,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,65.7812,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-524 is in the Province of Metro Manila, City of Quezon, Brgy. West Fairview along Chesnut and Sauyo Road. The station is located on the top of a concrete sidewalk beside the concrete post and streetsign of Sampaguita Street. It is also 3 meters from Chestnut Road centerline and 3.10 meters from Sauyo Road centerline. Mark is the head of a 4 in. copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''MM-524,2013,NAMRIA''.",Melchor Degollado Jr,76924,14.693,121.059861111111,05/12/2022 10:03:59 AM,0.023132,2 CM,121 3 35.50,14 41 34.80,0,,,0,
,MM-629,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,3.1421,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-629 is in the Province of Metro Manila, City of Quezon, Brgy. 372 along Bonifacio Avenue. The station is located at the top of a concrete sidewalk beside the traffic light post and 2 m from the traffic light control box. It is also 1.40 m from the edge of the sidewalk and 12 m from the CHB fence of North Cemetery. Mark is the head of a 4"" copper nail set flush on a 15 cm x 15 cm cement putty with inscriptions ""MM-629, 2013, NAMRIA"".",Edil,76925,14.6261388888889,120.989611111111,07/05/2022 10:11:16 AM,0.023598,2 CM,120 59 22.60,14 37 34.10,0,,,0,
,MM-630,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,1.6035,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-630 is in the Province of Metro Manila, City of Quezon, Brgy. 352 along Dimasalang Road corner Quiroga Street. The station is located on the top of a concrete sidewalk, 10 cm from the wooden electric post and 1.10 m from the streetsign . It is also 30 cm from the edge of the sidewalk and 7 m from the centerline of Dimasalang road. Mark is the head of a 4"" copper nail set flush on a 15 cm x 15 cm cement putty with inscriptions ""MM-6 ,2013,NAMRIA"".",Edil,76926,14.6170555555556,120.988833333333,07/05/2022 10:11:21 AM,0.023859,2 CM,120 59 19.80,14 37 1.40,0,,,0,
,MM-525,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,BAGBAG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,58.6815,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-525 is in the Province of Metro Manila, City of Quezon, Brgy. Bagbag Sauyo Novaliches alongSauyo Road. The station is located on the top of a concrete sidewalk beside MWSI fire hydrant and 4 meters from Sauyo Road centerline. It is also fronting Grand Blue Town Homes water tank. Mark is the head of a 4 in. copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''MM-525,2013,NAMRIA''.",Melchor Degollado Jr,76927,14.6945,121.046888888889,05/12/2022 10:04:07 AM,0.019656,2 CM,121 2 48.80,14 41 40.20,0,,,0,
,MM-632,0,NCR,"NCR - MANILA, FIRST DISTRICT",TONDO,BARANGAY 101,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,1.8811,0,01/07/2014,1,,,2,01/08/2016,1,5,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-632 is in the Province of Metro Manila, City of Manila, District of Tondo, Brgy. 101 Vitas along Vitas Road. The station is located at the top of the concrete pavement beside Vitas Pier 18 sign and 18 m from the center island of the road. It is also 60 m from Shell Gas Station and 50 m from the gate of Pier 18. Mark is the head of a 4"" copper nail set flush on a 15 cm x 15 cm cement putty with inscriptions ""MM-632,2013,NAMRIA"". Note: Reported Lost by Geodesy Division on September 2023",Vanessa,76929,14.6258333333333,120.959888888889,01/09/2024 9:37:23 AM,0.020983,2 CM,120 57 35.60,14 37 33.00,0,,,1,
,MM-526,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,BAGBAG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,47.9558,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-526 is in the Province of Metro Manila, City of Quezon, Brgy. Bagbag Sauyo Novaliches along Old Sauyo Road. The station is located on the top of a concrete sidewalk beside the PLDT Control Box NOV 098 fronting JRJ Metal & Construction Supply and 15 meters from Old Sauyo Road. It is also 4.50 meters from The centerline of Richland Subdivision road centerline. Mark is the head of a 4 in. copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''MM-526,2013,NAMRIA''.",Melchor Degollado Jr,76930,14.6923055555556,121.020916666667,05/12/2022 10:04:14 AM,0.013384,1 CM,121 1 15.30,14 41 32.30,0,,,0,
,MM-527,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,BAGBAG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,19.4681,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-527 is in the Province of Metro Manila, City of Quezon, Brgy. Bagbag along SB Diversion Road. The station is located on the top of a concrete sidewalk beside the Digitel concrete post fronting Moda Cura Water Refilling Station inside King's Points Subdivision and 1.70 meters from a road directory. It is also 4.10 meters from the road centerline. Mark is the head of a 4 in. copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''MM-527,2013,NAMRIA''.",Melchor Degollado Jr,76934,14.6975277777778,121.020361111111,05/12/2022 10:04:25 AM,0.015169,2 CM,121 1 13.30,14 41 51.10,0,,,0,
,MM-528,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,BAGBAG NOVALICHES CALIFORNIA VILL,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,24.7428,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-528 is in the Province of Metro Manila, City of Quezon, Brgy. Bagbag Novaliches California Vill along Katipunan Avenue. The station is located on the top of a concrete sidewalk beside the lamp post at the junction of Katipunan Avenue and West Fresno St. It is also 5 meters from Katipunan Avenue centerline and 4 meters from West Fresno St. centerline. Mark is the head of a 4 in. copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''MM-528,2013,NAMRIA''.",Melchor Degollado Jr,76941,14.7068611111111,121.021333333333,05/12/2022 10:04:34 AM,0.016777,2 CM,121 1 16.80,14 42 24.70,0,,,0,
,MM-529,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,NAGKAISANG NAYON,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,28.2192,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-529 is in the Province of Metro Manila, City of Quezon, Brgy. Nagkaisang Nayon along Katipunan Avenue. The station is located on the top of a concrete sidewalk beside the concrete railling post of a box culvert, 7 meters from Katipunan Avenue centerline and approximately 200 meters from the corner of Katipunan Avenue and Gen. Luis Avenue. Mark is the head of a 4 in. copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''MM-529,2013,NAMRIA''.",Melchor Degollado Jr,76944,14.7183055555556,121.020861111111,05/12/2022 10:04:42 AM,0.011714,1 CM14 43 5.90,121 1 15.10,14 43 5.90,0,,,0,
,MM (BL-312),0,NCR,NCR - THIRD DISTRICT,CALOOCAN CITY,BAGONG SILANG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,39.8481,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"BM-BL-312 is in the Province of Metro Manila, City of Caloocan, Brgy. Bagong Silang, Phase 10 B Package 3 along San Jose Del Monte - Bagong Silang National Road. The station is located at the top of the concrete parapet wall of Harmony Bridge, 5 m from the road centerline and 40 m from Mac Med Drugstore. It is also 12 m from the concrete electric post. Mark is the head of a 4"" copper nail set flush on a 15 cm x 15 cm cement putty with inscriptions ""BL-312,2013,NAMRIA"".",Edil,76945,14.7841666666667,121.030611111111,07/06/2022 2:26:34 PM,0.044042,4 CM,121 1 50.2,14 47 3.0,0,,,0,
,MM (BL-313),0,NCR,NCR - THIRD DISTRICT,CALOOCAN CITY,BAGONG SILANG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,60.5057,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"BL-313 is in the Province of Metro Manila, City of Caloocan, Brgy. Bagong Silang Phase 9 Package 6 Blk. 12 along San Jose Del Monte - Bagong Silang National Road. The station is located at the top of the concrete pavement beside the concrete electric post and 4.20 m from the road centerline. It is also 12 m from Escuala San Gabriel De Archangel School and 1.20 m from the CHB fence F. Saloria residence. Mark is the head of a 4"" copper nail set flush on a 15 cm x 15 cm cement putty with inscriptions ""BL-313,2013,NAMRIA"".",Edil,76946,14.7804166666667,121.035611111111,07/06/2022 2:26:39 PM,0.04521,5 CM,121 2 8.2,14 46 49.5,0,,,0,
,MM (BL-314),0,NCR,NCR - THIRD DISTRICT,CALOOCAN CITY,BAGONG SILANG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,65.8583,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"BL-314 is in the Province of Metro Manila, City of Caloocan, Brgy. Bagong Silang, Phase 9 Package 5 Blk. 5 L-17 along San Jose Del Monte - Bagong Silang National Road. The station is located on the top of a concrete sidewalk beside the wooden electric post LN-015314 and 30 cm from the CHB fence of Arch P. Alipio Fuap Residence. It is also 6.50 m from the road centerline. Mark is the head of a 4"" copper nail set flush on a 15 cm x 15 cm cement putty with inscriptions ""BL-314,2013,NAMRIA"".",Edil,76947,14.7771111111111,121.042972222222,07/06/2022 2:26:44 PM,0.046268,5 CM,121 2 34.7,14 46 37.6,0,,,0,
,MM (BL-315),0,NCR,NCR - THIRD DISTRICT,CALOOCAN CITY,BAGONG SILANG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,86.9634,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"BL-315 is in the Province of Metro Manila, City of Caloocan, Brgy. Bagong Silang, Phase 2 along San Jose Del Monte - Bagong Silang National Road. The station is located at the top of the concrete pavement beside the MWSS Box and 7 m from the road centerline. It is also 0.50 m from the wall of Apartelle Bagong Silang. Mark is the head of a 4"" copper nail set flush on a 15 cm x 15 cm cement puty with inscriptions ""BL-315,2013,NAMRIA"".",Edil,76948,14.7751111111111,121.052055555556,07/06/2022 2:26:49 PM,0.047163,5 CM,121 3 7.4,14 46 30.4,0,,,0,
,MM (BL-317),0,NCR,NCR - THIRD DISTRICT,CALOOCAN CITY,,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,75.4099,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"BM-BL-317 is in the Province of Metro Manila, City of Calooca, Brgy. Sta. Rita Tala along San Jose Del Monte - Bagong Silang National Road. The station is located at the top of a concrete sidewalk beside KM. Post 31 and 1.50 m from Polinar Bakery. Mark is the head of a 4"" copper nail set flush on a 15 cm x 15 cm cement putty with inscriptions ""BL-317,2013,NAMRIA"".",Edil,76950,14.7671111111111,121.062638888889,07/06/2022 2:26:59 PM,0.0479,5 CM,121 3 45.5,14 46 1.6,0,,,0,
,MM-579,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,TALIPAPA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,34.8214,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-579 is in the Province of Metro Manila, City of Quezon, Brgy. Talipapa along Mindanao Avenue. The station is located at the top of a concrete sidewalk beside the concrete Meralco post, fronting Witashnah KTV Bar and 2.50 meters from the lamp post. It is also 15 meters from the center island and 10 meters from Flying V Gas Station. Mark is the head of a 4 in. copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''MM-579,2013,NAMRIA''.",Edil,76951,14.6830833333333,121.031833333333,07/05/2022 1:33:44 PM,0.012699,1CM,121 1 54.60,14 40 59.10,0,,,0,
,MM-570,0,NCR,NCR - THIRD DISTRICT,CITY OF MALABON,POTRERO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,10.1631,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-570 is in the Province of Metro Manila, City of Malabon, Brgy. Potrero along Victoneta Avenue. The station is located at the top of a concrete sidewalk beside the PLDT Box, 1 meter from from the CHB fence and 6.50 meters from the road centerline. Mark is the head of a 4 in. copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''MM-570,2013,NAMRIA''.",Edil,76957,14.6684722222222,120.991527777778,07/06/2022 2:31:35 PM,0.022963,2 CM,120 59 29.5,14 40 6.50,0,,,0,
,MM-569,0,NCR,NCR - THIRD DISTRICT,CALOOCAN CITY,BARANGAY 161,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,28.9894,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-569 is in the Province of Metro Manila, City of Caloocan , Brgy. 161 Libis Baesa along Victoneta Avenue. The station is located at the top of the concrete foundation of Maynilad Water System Service control box and 55 centimeters from the CHB wall. Mark is the head of a 4 in. copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''MM-569,2013,NAMRIA''.",Edil,76961,14.6727777777778,121.000083333333,07/06/2022 2:31:47 PM,0.022354,2 CM,121 0 0.30,14 40 22.00,0,,,0,
,MM-568,0,NCR,NCR - THIRD DISTRICT,CALOOCAN CITY,BARANGAY 160,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,6.2207,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-568 is in the Province of Metro Manila, City of Caloocan , Brgy. 160 Libis Baesa along Tullahan-Victoneta National Road. The station is located at the top of the headwall of a box culvert, beside Timrev Carwash and Motor Shop and 2.50 meters from the road centerline. It is also 6 meters from River Store. Mark is the head of a 4 in. copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''MM-568,2013,NAMRIA''.",Edil,76962,14.6819166666667,121.000388888889,07/06/2022 2:31:58 PM,0.019892,2 CM,121 0 1.40,14 40 54.90,0,,,0,
,MM-323,0,NCR,NCR - SECOND DISTRICT,CITY OF MARIKINA,CALUMPANG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,10.5373,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-323 is in the Province of Metro Manila, City of Marikina, Brgy. Kalumpang along J. P. Rizal Street. The station is located on the top of a concrete sidewalk beside the steel post of a streetsign at the junction of Gen. F. Santos Road and J.P. Rizal St. fronting Hot and Fresh Bakeshop and 1 m from the edge of Great Bike Building. Mark is the head of a 4"" copper nail set flush on a 15 cm x 15 cm cement putty with inscriptions ""MM-323, 2012, NAMRIA"".",Edil,76963,14.6233333333333,121.092805555556,07/05/2022 1:34:07 PM,0.011477,1 CM,121 5 34.10,14 37 24.00,0,,,0,
,MM-324,0,NCR,NCR - SECOND DISTRICT,CITY OF MARIKINA,SAN ROQUE,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,10.2696,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-324 is in the Province of Metro Manila, City of Marikina, Brgy. San Roque along J.P. Rizal Street. The station is located on the top of a concrete sidewalk at the junction of E. Dela Paz and J.P. Rizal St. beside the concrete foundation of China Trust Bank sign. It is also 2.70 m from the corner of China Trust Bank building fronting S. Ayson Jr. Hardware. Mark is the head of a 4"" copper nail set flush on a 15 cm x 15 cm cement putty with inscriptions ""MM-324, 2012, NAMRIA"".",Edil,76964,14.624,121.096111111111,07/05/2022 1:34:12 PM,0.014665,1 CM,121 5 46.0000,14 37 26.40,0,,,0,
,MM-581,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,CULIAT,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,48.1836,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-581 is in the Province of Metro Manila, City of Quezon, Brgy. Culiat along Congressional Avenue Extension . The station is located at the top of the concrete foundation of a fire hydrant and 13 meters from Jade St. It is also 14 meters from the road centerline of the road. Mark is the head of a 4 in. copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''MM-581,2013,NAMRIA''.",Edil,76965,14.6736944444444,121.053833333333,07/05/2022 1:34:23 PM,0.019752,2 CM,121 3 13.80,14 40 25.30,0,,,0,
,MM-325,0,NCR,NCR - SECOND DISTRICT,CITY OF MARIKINA,SAN ROQUE,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,10.6833,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-325 is in the Province of Metro Manila, City of Marikina, Brgy. San Roque along J.P. Rizal Street. The station is located on the top of a concrete sidewalk beside KM. Post 16 fronting FCM Electronics Store and 12 m from San Roque Church. It also 4.7 m from the centerline of J.P. Rizal St.. Mark is the head of a 4"" copper nail set flush on a 15 cm x 15 cm cement putty with inscriptions ""MM-325, 2012, NAMRIA"".",Edil,76966,14.6278333333333,121.096972222222,07/05/2022 1:41:28 PM,0.017385,2 CM,121 5 49.10,14 37 40.20,0,,,0,
,MM-326,0,NCR,NCR - SECOND DISTRICT,CITY OF MARIKINA,SANTO NIÑO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,11.2013,0,01/07/2014,1,,,2,01/08/2016,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-326 is in the Province of Metro Manila, City of Marikina, Brgy. Sto. Niño along J.P. Rizal Street. The station is located on the top of a concrete sidewalk beside the concrete post of Meralco at the corner of P. Paz St., fronting Trillion Cut Pawnshop and 2.60 m from the corner of the building of the Dental Clinici of Dr. Roberto Cruz. It is also 4.70 m from J.P. St. centerline. Mark is the head of a 4"" copper nail set flush on a 15 cm x 15 cm cement putty with inscriptions ""MM-326, 2012, NAMRIA"".",Edil,76967,14.6340833333333,121.094916666667,07/05/2022 1:41:32 PM,0.020125,2 CM,121 5 41.70,14 38 2.70,0,,,0,
