station_id,station_name,region,province,city,barangay,date_last_updated,island_group,latitude_degrees,latitude_minutes,latitude_seconds,longitude_degrees,longitude_minutes,longitude_seconds,utm_northing,utm_easting,utm_zone,horizontal_date_entry,horizontal_datum,horizontal_reference,horizontal_authority,horizontal_order,date_established,date_est_month,date_est_year,date_est_day,horizontal_date_computed,horizontal_fix,ellipsoidal_height,mark_status,mark_type,mark_const,authority,wgs84_north_degrees,wgs84_north_minutes,wgs84_north_seconds,wgs84_east_degrees,wgs84_east_minutes,wgs84_east_seconds,latitude,longitude,ellipz,description,encoder,status,IsAdopted,AdoptedBy,dateUpdated,utm_x,utm_y,utm_zone_alt,utm_x_wgs84,utm_y_wgs84,utm_zone_wgs84,accuracy_class,error_ellipse,height_error,itrf_lat_dd,itrf_lat_mm,itrf_lat_ss,itrf_lon_dd,itrf_lon_mm,itrf_lon_ss,itrf_ell_hgt,itrf_ell_err,itrf_hgt_err,latitude_decimal,longitude_decimal
,MMA-3435 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF MAKATI,OLYMPIA,11/30/1999,LUZON,14,34,21.27879,121,1,3.19603,1611517.051,501891.618,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,5.899,5,18,10,NAMRIA,121,1,8.09227,14,34,15.86888,14.5710746888889,121.018914519444,49.56,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3435 2011 ; LMS-NCR"". This is located along J. P. Rizal corner N. Garcia Streets. ACCESS: From EDSA-Guadalupe, turn right straight ahead to J.P. Rizal St. on the left side of the road corner N. Garcia Street where the GCP of LMS-NCR-MMA-3434 is located.",TIM,1,1,6.057 M EGM2008,09/02/2020 9:39:58 AM,286414.538,1611882.886,51,286562.49932,1611814.42717,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.572577441666667,121.01755445277777
,MMA-3436 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF MAKATI,OLYMPIA,11/30/1999,LUZON,14,34,7.95364,121,0,58.30725,1611107.54,501745.314,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,7.673,5,18,10,NAMRIA,121,1,3.20381,14,34,2.54448,14.5673734666667,121.017556613889,51.341,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3436 2011 ; LMS-NCR"". This is located along J.P. Rizal St. ACCESS: From EDSA-Guadalupe, turn right straight ahead to J.P. Rizal St. then turn left to Nicanor Garcia St. heading towards Kalayaan Avenue, where the South Cemetery is located look on the right side of the road where the GCP of LMS-NCR-MMA-3436 is located.",TIM,1,1,7.851 EGM2008,09/02/2020 9:40:21 AM,286264.609,1611474.589,51,286412.58421,1611406.12928,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.568876011111112,121.01619645833334
,MMA-3437,NCR,NCR - FOURTH DISTRICT,CITY OF MAKATI,PIO DEL PILAR,11/30/1999,LUZON,14,33,23.37578,121,0,43.74199,1609737.578,501309.404,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,5.835,1,18,10,NAMRIA,121,0,48.63963,14,33,17.96918,14.5549914388889,121.013511008333,49.529,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3437 2011 ; LMS-NCR"". This is located along Chino Roces Avenue (Pasong Tamo) corner Javier St. ACCESS: From EDSA-SM Makati, turn right straight ahead to Pasay Road (A.Arnaiz Avenue) then turn right again to Chino Roces Avenue heading to S. Javier St. Mirage Bldg. with Goldilocks Store, beside a Post where the GCP of LMS-NCR-MMA-3437 is located.",TIM,1,1,,10/11/2024 8:17:56 AM,285816.591,1610108.211,51,285964.61099,1610039.74983,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.556493272222223,121.01215055277778
,MMA-3438,NCR,NCR - FOURTH DISTRICT,CITY OF MAKATI,PIO DEL PILAR,11/30/1999,LUZON,14,33,17.52706,121,0,44.35241,1609557.84,501327.687,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,5.704,1,18,10,NAMRIA,121,0,49.25018,14,33,12.12085,14.5533669027778,121.013680605556,49.403,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3438 2011 ; LMS-NCR"". This is located along Chino Roces Avenue corner Fernando St. ACCESS: From EDSA-SM Makati, turn right straight ahead to Pasay Road (A. Arnaiz Avenue) then turn right again to Chino Roces Avenue heading to Makati Cinema Square (in fron of Plaza Fair) beside a No Parking Sign where the GCP of LMS-NCR-MMA-3438 is located.",TIM,1,0,5.949M EGM2008,10/14/2024 1:28:08 PM,285833.299,1609928.281,51,285981.32402,1609859.82152,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.554868627777779,121.01232011388889
,MMA-3438 REOBS 2020.99,NCR,NCR - FOURTH DISTRICT,TAGUIG CITY,USUSAN,11/01/2020,LUZON,14,33,17.52503,121,0,44.35734,1609557.777,501327.834,3.0,02/10/2020,0,,RASA,1,11/30/1999,0,2011,0,01/07/2021,0,4.84605,1,23,10,NAMRIA,121,0,49.25516,14,33,12.1188,14.5533663333333,121.013681988889,48.545,"The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3438 2011 ; LMS-NCR"". From EDSA-SM Makati, turn right straight ahead to Pasay Road (A. Arnaiz Avenue) then turn right again to Chino Roces Avenue heading to Makati Cinema Square (in fron of Plaza Fair) beside the sidewalk in front of Sakura Primier where the GCP of LMS-NCR-MMA-3438 is located.",Mara Chua,0,0,,02/10/2021 1:53:12 PM,285833.446,1609928.217,51,285981.47257,1609859.7572,51,1.0,0.0,0.02,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.55486806388889,121.01232148333334
,MMA-3439 (UNRECOVERED),NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,TONDO,11/30/1999,LUZON,14,35,49.1327,120,56,43.33332,1614217.555,494113.912,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,5.015,1,18,10,NAMRIA,120,56,48.22785,14,35,43.71127,14.5954753527778,120.946729958333,48.431,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3439 2011 ; LMS-NCR"". This is located along West Service Road. ACCESS: From Quiapo, take Claro M. Recto Avenue just straight ahead going to Tondo, Manila, then on the end turn right to Radial Road 10, then left turn to MIPT Road, near Pier 2, then on the right side of the road near the Bay where the GCP of LMS-NCR-MMA-3439 is located.",Jay Cepe,1,0,,12/20/2021 11:01:10 AM,285833.299,1609928.281,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.596981305555556,120.94537036666667
,MMA-3440,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,TONDO,11/30/1999,LUZON,14,35,49.84163,120,56,56.23479,1614239.251,494500.049,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,5.18098,1,18,10,NAMRIA,120,57,1.12932,14,35,44.42042,14.5956723388889,120.9503137,48.605,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3440 2011 ; LMS-NCR"". This is located in front of Manila Container Terminal. ACCESS: From Quiapo, take Claro M. Recto Avenue just straight ahead going to Tondo, Manila, then on the end turn right to Radial Road 10, then turn to MIPT Road, near Pier 2, then on the right side of the road near the Bay, in front of International Container Terminal Services where the GCP of LMS-NCR-MMA-3440 is located.",TIM,1,0,,03/14/2025 1:08:42 PM,279045.468,1614670.63,51,279193.41055,1614601.9257,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.597178230555556,120.94895410833334
,MMA-3440 REOBS 2020.99,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,"BRGY.20, ZONE 2",11/01/2020,LUZON,14,35,49.8384,120,56,56.23473,1614239.153,494500.047,3.0,02/10/2021,0,,RASA,1,11/30/1999,0,2011,0,01/07/2021,0,3.86398,1,23,10,NAMRIA,120,57,1.12927,14,35,44.41719,14.5956714416667,120.950313686111,47.288,"MMA-3440 From Quiapo, take Claro M. Recto Avenue just straight ahead going to Tondo, Manila, then on the end turn right to Radial Road 10, then turn to MIPT Road near Pier 2. The station is located on the right side of the road near the Bay, in front of International Container Terminal Services. The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3440 2011 ; LMS-NCR"".",Mara Chua,0,0,,02/10/2021 2:06:04 PM,279045.465,1614670.532,51,279193.40816,1614601.82642,51,1.0,0.0,0.01,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.597177333333335,120.94895409166666
,MMA-3441,NCR,NCR - FOURTH DISTRICT,CITY OF MAKATI,WEST REMBO,11/30/1999,LUZON,14,33,49.4311,121,3,10.19633,1610538.916,505693.289,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,18.586,1,18,10,NAMRIA,121,3,15.09313,14,33,44.02612,14.5622294777778,121.054192536111,62.359,"The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3441 2011 ; LMS-NCR"". This is located along Kalayaan Avenue. From EDSA-Guadalupe take J.P. Rizal Avenue (Guadalupe-Pateros Road) then turn right to the road heading to Global City, upon reaching Kalayaan Avenue look at the center island beside stoplight where the GCP of LMS-NCR-MMA-3441 is located.",TIM,1,1,18.507M EGM2008,01/30/2024 12:57:48 PM,290208.245,1610871.192,51,290356.20353,1610802.85606,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.563730861111113,121.05283231388889
,MMA-3442,NCR,NCR - FOURTH DISTRICT,CITY OF MAKATI,WEST REMBO,11/30/1999,LUZON,14,33,51.00613,121,3,2.24488,1610587.265,505455.262,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,17.616,1,18,10,NAMRIA,121,3,7.14166,14,33,45.60086,14.5626669055556,121.051983794444,61.382,"The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3442 2011 ; LMS-NCR"". This is located along Kalayaan Avenue. From EDSA-Guadalupe take J.P. Rizal Avenue (Guadalupe-Pateros Road) then turn right to the road heading to Global City, upon reaching Kalayaan Avenue look for an access road leading to the Barangay Hall of CEMBO, beside the corner of the pathway where the GCP of LMS-NCR-MMA-3442 is located.",Mary,1,1,,07/18/2024 2:28:44 PM,289970.605,1610921.639,51,290118.5642,1610853.29493,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.564168369444445,121.05062357777777
,MMA-3443,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,MALINAO,11/30/1999,LUZON,14,33,31.52983,121,4,27.93142,1609989.437,508020.372,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,6.686,1,18,10,NAMRIA,121,4,32.82854,14,33,26.12774,14.5572577055556,121.075785705556,50.525,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3443 2011 ; LMS-NCR"". This is located along West Service Road. ACCESS: From Pasig City Hall take Caruncho Avenue going to Plaza Rizal then turn right to A. Luna then in between of Dr. Garcia and R. Jabson Streets where the GCP of LMS-NCR-MMA-3443 is located.",TIM,1,1,6.456 M (EGM2008),07/30/2019 3:31:38 PM,292530.851,1610301.197,51,292678.80661,1610232.93481,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.558758286111113,121.07442539444445
,MMA-3444,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,MALINAO,11/30/1999,Luzon,14,33,43.69379,121,4,31.32762,1610363.284,508121.912,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,7.019,1,18,10,NAMRIA,121,4,36.22445,14,33,38.29099,14.5606363861111,121.076729013889,50.851,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3444 2011 ; LMS-NCR"". This is located along R. Jabson Street. ACCESS: From Pasig City Hall take Caruncho Avenue going to Immaculate Concepcion Cathedral at the edge of the sidewalk beside of an electric post where the GCP of LMS-NCR-MMA-3444 is located.",Aries C. Zafra,1,0,,01/23/2014,292635.687,1610674.207,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.56213716388889,121.07536878333333
,MMA-3445,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,UGONG,11/30/1999,LUZON,14,35,2.55096,121,4,32.38361,1612786.682,508152.717,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,8.11868,1,18,10,NAMRIA,121,4,37.2786,14,34,57.14307,14.5825397416667,121.077021833333,51.889,"STATION MARK: THE STATION WAS MARKED WITH A HEAD OF 8 MM STAINLESS STEEL BOLT EMBEDDED ON THE CENTER OF A 25 CM X 25 CM CEMENT PUTTY WITH INSCRIPTIONS THAT READ ""MMA 3445 2011 ; LMS-NCR"". THIS IS LOCATED ALONG E. RODRIGUEZ AVENUE CORNER P.E. ANTONIO ST. ACCESS: FROM EDSA-SM MEGAMALL TAKE JULIA VARGAS AVENUE GOING TO E. RODRIGUEZ CORNER P.E. ANTONIO ST. THEN LOOK IN FRONT OF MOTORMALL NCR INC. BESIDES A FIRE HYDRANT WHERE THE GCP OF LMS-NCR-MMA-3445 IS LOCATED.",edil,1,1,,01/24/2024 11:18:25 AM,292687.792,1613097.679,51,292835.66405,1613029.39678,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.584041933333333,121.07566211388888
,MMA-3445A REOBS 2020.99,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SUN VALLEY,11/01/2020,LUZON,14,35,2.77165,121,4,31.86313,1612793.459,508137.136,3.0,02/11/2021,0,,RASA,1,11/30/1999,0,2011,0,01/07/2021,0,7.74321,1,23,10,NAMRIA,121,4,36.75812,14,34,57.36373,14.5826010361111,121.076877255556,51.513,,Mara Chua,0,0,,02/11/2021 3:53:04 PM,292672.269,1613104.594,51,292820.14074,1613036.31105,51,1.0,0.0,0.01,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.584103236111112,121.07551753611111
,MMA-3446,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,UGONG,11/30/1999,Luzon,14,35,7.60886,121,4,24.94797,1612942.046,507930.11,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,11.012,1,18,10,NAMRIA,121,4,29.84281,14,35,2.20049,14.5839445805556,121.074956336111,54.773,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3446 2011 ; LMS-NCR"". This is located along Julia Vargas Avenue. ACCESS: From EDSA-SM Megamall take Julia Vargas Avenue before reaching E. Rodriguez near Tiendisitas and SM Supercenter Pasig where the GCP of LMS-NCR-MMA-3446 is located.",Aries C. Zafra,1,0,,01/23/2014,292466.52,1613255.022,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.585446905555557,121.07359665833333
,MMA-3447 (LOST),NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,STA. CRUZ,11/30/1999,LUZON,14,36,48.77834,120,59,5.85265,1616049.897,498379.531,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,4.43,1,18,10,NAMRIA,120,59,10.74556,14,36,43.35626,14.6120434055556,120.986318211111,47.895,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3447 2011 ; LMS-NCR"". This is located along Andalucia St. ACCESS: From Isetann Recto-Quezon Blvd. go straight to Andalucia St. upon reaching Alvarez St. look at the tip of the center island near a post where the GCP of LMS-NCR-MMA-3447 is located. Reported lost by Geodesy personnel last December 2021",Jay Cepe,1,0,4.700 M EGM2008,12/21/2021 8:31:56 AM,282941.691,1616447.476,51,283089.54586,1616378.87336,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.613549538888888,120.98495906944444
,MMA-3448 (LOST),NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,STA. CRUZ,11/30/1999,LUZON,14,36,55.63216,120,59,6.47867,1616260.523,498398.28,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,4.516,1,18,10,NAMRIA,120,59,11.37142,14,36,50.20965,14.613947125,120.986492061111,47.976,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3448 2011 ; LMS-NCR"". This is located along San Lazaro St. ACCESS: From Isetann Rect-Quezon Blvd. go straight ahead to Andalucia St., upon reaching San Lazaro St. look near the tip of the center island where the GCP of LMS-NCR-MMA-3448 is located. Reported lost by Geodesy personnel last December 2021",Jay Cepe,1,0,4.779M EGM2008,12/21/2021 8:48:41 AM,282962.299,1616657.979,51,283110.14803,1616589.37424,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.615453377777778,120.98513296388889
,MMA-3449 (LOST),NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,BEATA,11/30/1999,LUZON,14,35,32.10296,121,0,29.14171,1613693.516,500872.208,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,6.232,1,18,10,NAMRIA,121,0,34.03632,14,35,26.6877,14.5907465833333,121.009454533333,49.814,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3449 2011 ; LMS-NCR"". This is located along Thomas Claudio. ACCESS: From Nagtahan take Pres. Quirino Avenue turn left to Thomas Claudio look at the tip of the center island before reaching Beata Road where the GCP of LMS-NCR-MMA-3449 is located. Reported lost by Geodesy personnel last December 2021",Jay Cepe,1,0,,12/21/2021 1:12:35 PM,285414.085,1614068.704,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.592250822222223,121.00809491944445
,MMA-3450 (UNRECOVERED),NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,BEATA,11/30/1999,LUZON,14,35,22.31331,121,0,20.59848,1613392.659,500616.518,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,6.446,1,18,10,NAMRIA,121,0,25.49333,14,35,16.8985,14.5880273611111,121.007081480556,50.03,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3450 2011 ; LMS-NCR"". This is located along Thomas Claudio. ACCESS: From Nagtahan take Pres. Quirino Avenue turn left to Thomas Claudio, look for other tip of center island near Nagtahan Terminal Bulk Station where the GCP of LMS-NCR-MMA-3450 is located.",Jay Cepe,1,0,,12/21/2021 1:28:35 PM,285155.701,1613770.042,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.589531475000001,121.0057218
,MMA-3451 (LOST),NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,ERMITA,11/30/1999,LUZON,14,34,40.40859,120,58,40.87357,1612104.976,497631.601,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,4.58819,1,18,10,NAMRIA,120,58,45.7696,14,34,34.99422,14.5763872833333,120.979380444444,48.138,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3451 2011 ; LMS-NCR"". This is located along Padre Faura St. ACCESS: From LRT-Taft U.N. Station turn left to Padre Faura St. go straight ahead to Roxas Blvd. look for Golden Bay Hotel, on the sidewalk of the service road where the GCP of LMS-NCR-MMA-3451 is located. Reported Lost by Geodesy personnel last December 2021",Jay Cepe,1,0,5.011M EGM2008,12/20/2021 7:48:27 AM,282158.891,1612508.366,51,282306.87209,1612439.77286,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.577891274999999,120.97802043611111
,MMA-3452 (LOST),NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,ERMITA,11/30/1999,LUZON,14,34,28.05467,120,58,46.84761,1611725.307,497810.381,3.0,01/23/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,4.818,1,18,10,NAMRIA,120,58,51.74389,14,34,22.64126,14.5729559055556,120.981039969444,48.382,"STATION MARK: THE STATION WAS MARKED WITH A HEAD OF 8 MM STAINLESS STEEL BOLT EMBEDDED ON THE CENTER OF A 25 CM X 25 CM CEMENT PUTTY WITH INSCRIPTIONS THAT READ ""MMA 3452 2011 ; LMS-NCR"". THIS IS LOCATED ALONG ROXAS BOULEVARD NEAR CORNER PEDRO GIL ST. ACCESS: FROM LRT-TAFT U.N. STATION TURN LEFT TO PADRE FAURA, GO STRAIGHT AHEAD TO ROXAS BLVD. FORWARD TO PEDRO GIL AND LOOK FOR DIAMOND HOTEL, ON THE TIP OF THE CENTER ISLAND WHERE THE GCP OF LMS-NCR-MMA-3452 IS LOCATED. Reported Lost by Geodesy personnel last December 2021",Jay Cepe,1,0,5.239M EGM2008,12/20/2021 7:48:01 AM,282334.369,1612127.05,51,282482.35904,1612058.46652,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.574459630555555,120.97967989166666
,MMA-3453,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,BRGY. 638,11/30/1999,LUZON,14,35,58.79966,120,59,30.68176,1614513.943,499122.538,3.0,01/24/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,4.662,1,18,10,NAMRIA,120,59,35.57583,14,35,53.38137,14.5981614916667,120.993215508333,48.184,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3453 2011 ; LMS-NCR"". This is located along Mendiola St. ACCESS: From Isetann Recto take Claro M. Recto straight ahead to Mendiola St. on the tip of the center island in between CEU and San Beda where the GCP of LMS-NCR-MMA-3453 is located.",Edil,1,1,,05/02/2024 12:57:42 PM,283671.311,1614904.683,51,283819.20594,1614836.11561,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.599666572222223,120.99185604444445
,MMA-3454 (LOST),NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,BRGY. 639,11/30/1999,LUZON,14,36,3.19937,120,59,47.6569,1614649.139,499630.588,3.0,01/24/2014,0,PRS92,DENR-NCR,3,11/30/1999,0,0,0,11/30/1999,8,4.11047,1,18,10,NAMRIA,120,59,52.55087,14,35,57.78115,14.5993836527778,120.997930797222,47.64,"STATION MARK: The station was marked with a head of 8 mm stainless steel bolt embedded on the center of a 25 cm x 25 cm cement putty with inscriptions that read ""MMA 3454 2011 ; LMS-NCR"". This is located along Jose P. Laurel St. ACCESS: From Isetann Recto take Claro M. Recto Avenue straight ahead to Mendiola St., on the tip of the center island in between Jose Laurel St. and Concepcion Aguila St. where the GCP of LMS-NCR-MMA-3454 is located. Reported lost by Geodesy personnel last December 2021",Jay Cepe,1,0,4.335M EGM2008,12/21/2021 1:29:20 PM,284180.647,1615035.431,51,284328.53386,1614966.87767,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.600888713888889,120.99657136111111
